cust_id,region,signup_date
C4986,NA,27.08.2034
C4987,NA,28.08.2034
C4988,NA,29.08.2034
C4989,APAC,30.08.2034
C4990,APAC,31.08.2034
C4991,NA,01.09.2034
C4992,EU,02.09.2034
C4993,NA,03.09.2034
C4994,EU,04.09.2034
C4995,APAC,05.09.2034
C4996,EU,06.09.2034
C4997,EU,07.09.2034
C4998,APAC,08.09.2034
C4999,NA,09.09.2034
C2894,EU,04.12.2028
C2561,NA,06.01.2028
C3679,EU,28.01.2031
C3553,NA,24.09.2030
C2099,EU,01.10.2026
C2604,EU,18.02.2028
C2609,EU,23.02.2028
C0666,EU,29.10.2022
C3662,EU,11.01.2031
C4565,APAC,02.07.2033
C1002,APAC,30.09.2023
C2237,EU,16.02.2027
C0816,NA,28.03.2023
C3839,NA,07.07.2031
C3190,EU,26.09.2029
C4088,APAC,12.03.2032
C2171,EU,12.12.2026
C0628,EU,21.09.2022
C2066,EU,29.08.2026
C0613,EU,06.09.2022
C3439,APAC,02.06.2030
C2023,EU,17.07.2026
C1679,NA,07.08.2025
C3444,APAC,07.06.2030
C2195,NA,05.01.2027
C4404,APAC,22.01.2033
C4430,NA,17.02.2033
C3034,EU,
C0049,EU,19.02.2021
C1449,NA,20.12.2024
C1534,NA,15.03.2025
C0300,EU,28.10.2021
C0644,EU,07.10.2022
C4091,EU,15.03.2032
C2727,EU,20.06.2028
C0149,EU,30.05.2021
C0558,APAC,13.07.2022
C1971,APAC,26.05.2026
C0980,EU,08.09.2023
C2615,EU,29.02.2028
C2459,NA,
C0461,NA,07.04.2022
C0005,EU,06.01.2021
C0219,APAC,08.08.2021
C3315,NA,29.01.2030
C4626,EU,01.09.2033
C0764,EU,04.02.2023
C3441,NA,04.06.2030
C0015,EU,
C0152,EU,02.06.2021
C1217,NA,02.05.2024
C4149,APAC,12.05.2032
C4629,NA,04.09.2033
C4448,EU,07.03.2033
C1086,NA,23.12.2023
C4569,APAC,
C2062,APAC,25.08.2026
C1010,EU,08.10.2023
C3092,EU,20.06.2029
C3900,NA,06.09.2031
C0744,EU,15.01.2023
C0747,NA,18.01.2023
C0624,NA,17.09.2022
C2909,EU,
C1766,NA,02.11.2025
C2606,EU,20.02.2028
C3951,APAC,27.10.2031
C1347,EU,09.09.2024
C1713,NA,10.09.2025
C2617,EU,02.03.2028
C4015,EU,30.12.2031
C2849,EU,20.10.2028
C3107,EU,05.07.2029
C2530,NA,06.12.2027
C2230,NA,09.02.2027
C2913,APAC,23.12.2028
C1614,EU,03.06.2025
C3903,EU,09.09.2031
C3779,APAC,08.05.2031
C3132,APAC,30.07.2029
C3041,APAC,30.04.2029
C4507,EU,05.05.2033
C3020,EU,09.04.2029
C4080,NA,04.03.2032
C0862,NA,13.05.2023
C3890,APAC,27.08.2031
C1015,APAC,13.10.2023
C4074,NA,27.02.2032
C0547,NA,02.07.2022
C2328,NA,18.05.2027
C3988,EU,03.12.2031
C1933,NA,18.04.2026
C4201,EU,03.07.2032
C3130,APAC,28.07.2029
C4036,APAC,20.01.2032
C0260,NA,18.09.2021
C4865,NA,28.04.2034
C1433,NA,04.12.2024
C0077,EU,19.03.2021
C4644,NA,19.09.2033
C3210,EU,16.10.2029
C4085,EU,09.03.2032
C3793,NA,22.05.2031
C0861,NA,12.05.2023
C3931,EU,07.10.2031
C3785,EU,14.05.2031
C3593,NA,03.11.2030
C2599,EU,13.02.2028
C3923,EU,29.09.2031
C0019,EU,
C1720,EU,17.09.2025
C4937,NA,09.07.2034
C3217,EU,23.10.2029
C4415,NA,02.02.2033
C0554,APAC,09.07.2022
C4845,EU,08.04.2034
C0717,APAC,19.12.2022
C4627,NA,02.09.2033
C0429,EU,06.03.2022
C0959,NA,18.08.2023
C4392,NA,10.01.2033
C1771,APAC,07.11.2025
C0749,NA,20.01.2023
C3745,EU,04.04.2031
C0487,EU,03.05.2022
C3293,NA,07.01.2030
C3432,APAC,26.05.2030
C0732,NA,03.01.2023
C0607,EU,31.08.2022
C2319,NA,09.05.2027
C0635,NA,28.09.2022
C1424,APAC,25.11.2024
C1414,NA,15.11.2024
C3152,NA,19.08.2029
C4904,APAC,06.06.2034
C0970,NA,29.08.2023
C0101,NA,12.04.2021
C3208,NA,14.10.2029
C2751,NA,
C3519,EU,21.08.2030
C4112,EU,05.04.2032
C4029,EU,13.01.2032
C2782,APAC,14.08.2028
C3193,EU,29.09.2029
C1331,NA,24.08.2024
C3780,EU,09.05.2031
C1035,NA,02.11.2023
C1905,EU,21.03.2026
C0099,EU,10.04.2021
C0072,EU,14.03.2021
